t_ms,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7
8452.104,0,-2,-5,3,1,0,0,-2
8453.531,-1,-3,3,-1,-1,-1,1,-1
8453.531,1,2,-1,-1,-1,0,-3,1
8475.204,-2,-5,5,4,1,0,-1,0
8475.204,-2,-4,12,2,1,-1,-1,0
8476.31,0,-1,-3,-2,-1,-1,1,2
8476.31,0,0,-2,0,-1,0,0,0
8488.919,0,1,-5,1,-2,0,0,1
8488.919,-1,-2,0,-1,0,0,0,-1
8496.474,0,-1,2,1,-1,-3,-2,-1
8496.474,0,-2,1,-2,-1,-1,-3,-1
8512.007,-1,1,-1,-1,3,-1,2,0
8512.007,-1,-1,-1,0,-2,0,1,0
8513.028,1,2,-1,-2,0,0,0,0
8513.028,1,1,0,1,0,-1,-1,-1
8534.8,-2,-1,-3,0,-2,1,0,-1
8534.8,1,-2,0,-2,-1,-1,1,2
8540.973,-1,2,2,-2,-2,0,-1,1
8540.973,-2,-2,-5,-3,-2,1,-4,-1
8548.619,-3,-8,2,2,2,1,1,1
8548.619,-2,1,-1,-1,1,2,3,0
8557.029,0,2,-4,-2,-3,0,-1,0
8557.029,2,5,-5,-1,0,-1,-1,0
8572.065,-2,-28,23,7,2,2,1,2
8572.065,-1,1,-3,0,-1,0,-2,0
8573.263,2,-2,0,1,-2,-2,0,-1
8573.263,-4,2,-7,0,1,0,0,-1
8595.817,5,8,-10,-3,-3,-2,-1,-1
8595.817,-2,0,-1,-2,-2,-1,0,-3
8596.998,-3,-9,9,1,0,0,1,-1
8596.998,0,-1,8,2,-3,-1,0,0
8607.75,-1,2,-8,-5,-1,-1,-1,0
8607.75,-2,0,2,0,0,-1,1,1
8616.79,0,6,-6,-3,1,0,0,1
8616.79,1,-2,3,0,-2,0,0,0
8632.625,0,2,1,-1,0,-1,-1,0
8632.625,2,1,-2,1,2,-1,0,0
8633.637,-1,-3,0,1,0,-1,-1,2
8633.637,0,-1,4,2,0,2,-1,1
8654.104,0,1,-1,0,-2,0,-1,-1
8654.104,0,-1,0,-1,0,-1,-1,-1
8656.573,0,1,-1,1,0,-1,0,0
8656.573,0,-1,0,0,-1,-1,-2,-1
8668.793,0,7,-5,-2,1,0,0,0
8668.793,1,-1,-1,0,0,1,1,0
8677.385,-3,-4,3,1,2,0,3,0
8677.385,-1,-6,9,2,0,0,0,0
8692.064,-2,1,-1,-1,-1,-1,-2,-1
8692.064,0,-3,0,0,-1,-2,-2,-1
8694.141,2,-3,0,-2,-1,1,0,-1
8694.141,0,3,-4,-1,-3,0,1,0
8715.256,0,1,1,1,1,1,1,-1
8715.256,-1,2,-1,0,0,-3,-3,-1
8716.494,1,-1,-2,-1,-2,-1,-2,-2
8716.494,0,-2,-4,-1,0,0,-2,0
8728.668,0,1,-3,1,1,1,0,0
8728.668,-1,2,-6,-3,0,1,1,0
8743.949,0,4,1,-1,2,0,-1,1
8743.949,0,0,1,1,-1,0,-2,0
8751.664,1,2,-1,0,-1,-1,-1,0
8751.664,1,-1,0,-3,-2,-2,0,0
8754.109,0,1,-2,-3,0,-3,1,0
8754.109,0,-2,2,1,2,-3,2,-1
8775.273,-1,1,2,1,-1,0,-2,0
8775.273,0,-2,-1,0,0,2,-1,-2
8776.27,2,-2,-1,1,-2,0,0,-2
8776.27,1,-1,0,-1,0,0,-1,-1
8787.989,-3,-1,-2,-2,0,-2,0,-1
8787.989,-2,-2,0,0,-1,-1,-1,2
8805.479,-2,0,1,1,0,-1,-3,-2
8805.479,-1,1,-6,-2,-1,0,0,-1
8819.419,0,-3,2,-1,-1,-1,3,1
8819.419,0,-1,0,0,0,0,0,0
8821.645,-1,-1,0,1,1,1,-2,0
8821.645,-1,3,0,-1,-3,-1,-1,-2
8835.046,-2,1,-2,-4,-1,-1,-3,-1
8835.046,0,-2,0,-1,0,-1,-2,0
8836.064,0,-3,-5,0,-1,3,0,-1
8836.064,2,3,0,-1,0,-1,0,0
8856.961,-3,-7,6,5,2,-1,1,-1
8856.961,0,3,-3,-1,-2,0,0,1
8858.448,0,0,1,-1,1,-1,-1,0
8858.448,-2,-5,2,0,-1,1,0,0
8880.535,0,3,-4,-3,-3,-1,1,0
8880.535,-3,-1,-2,0,0,1,0,-2
8882.573,-1,0,1,0,-1,0,-2,0
8882.573,0,1,2,-1,-1,-1,0,-2
8894.53,-1,-5,1,2,1,0,-1,0
8894.53,-1,0,0,-1,-2,0,-1,-2
8894.53,-1,1,-5,1,0,-1,1,-1
8894.53,0,1,2,2,-2,1,0,2
8916.709,1,3,-5,-4,0,2,-1,-2
8916.709,1,-2,0,0,-2,-1,1,1
8916.709,0,-1,3,-2,0,0,1,0
8916.709,-2,0,-1,0,0,-2,-1,-2
8931.968,1,1,-4,-2,1,-2,-2,1
8931.968,-3,1,-4,1,1,2,-1,0
8932.474,0,-1,4,0,-2,-1,2,1
8932.474,0,-2,0,-1,1,1,1,0
8954.612,-2,-2,3,1,-1,-2,0,-1
8954.612,0,-2,1,-2,1,-1,-1,-1
8954.612,0,0,-3,-1,-1,0,-2,0
8954.612,-1,-2,-1,-1,1,-1,-2,-2
8976.444,0,2,-1,0,-3,0,2,-1
8976.444,0,1,-3,0,-2,-2,0,-1
8977.459,0,-1,1,0,-2,0,0,-1
8977.459,0,0,-3,-2,0,0,-1,0
8991.257,-1,1,-2,-1,-2,-2,-1,-1
8991.257,-3,-1,-3,-2,1,-1,0,0
8992.28,-1,1,0,0,0,1,-1,1
8992.28,3,-3,6,1,-1,0,1,2
9013.945,1,0,-3,-2,1,-1,0,-1
9013.945,1,-1,0,-1,-1,-1,0,0
9015.012,-1,-8,5,2,2,1,-1,-2
9015.012,-1,-1,1,1,0,0,-2,-1
9036.613,0,1,1,0,0,1,1,0
9036.613,0,-4,3,1,1,-1,0,1
9037.664,-2,-1,1,10,-1,-1,-1,1
9037.664,-1,1,-2,-9,-2,1,-1,0
9051.875,0,1,-1,-18,-2,0,0,-1
9051.875,-2,0,-4,-1,0,-2,-2,-1
9051.875,0,-1,1,1,-2,-2,-1,-2
9051.875,-2,-2,-2,-2,1,-1,-1,-3
9074.254,0,1,-5,-3,-3,-2,-1,1
9074.254,-1,2,-11,-31,-4,-3,0,-2
9081.516,1,0,1,2,2,-1,-1,-2
9081.516,0,-1,3,16,0,0,0,0
9097.049,1,-1,8,0,2,1,-2,0
9097.049,0,2,-1,20,1,0,1,0
9098.047,-1,1,-10,-44,-7,-3,0,0
9098.047,0,-2,-3,-23,-2,-1,-3,-4
9111.967,0,0,0,11,1,1,-2,0
9111.967,2,-3,5,14,0,-1,1,0
9111.967,1,0,3,8,1,0,0,2
9111.967,-2,0,-1,8,2,1,0,0
9134.188,-1,0,-6,-3,-1,-1,1,-1
9134.188,0,1,2,1,0,0,0,-2
9134.188,2,-1,-1,5,1,0,-1,0
9134.188,1,2,-1,-5,-6,-1,1,1
9156.421,-2,0,-1,6,1,-1,0,-2
9156.421,-2,0,1,-2,0,3,-1,-2
9157.562,0,1,2,2,-1,-2,-2,-1
9157.562,-2,0,1,5,0,1,-2,1
9173.147,-1,0,0,-1,-2,-2,1,-1
9173.147,-1,0,-3,-2,0,0,1,1
9174.224,1,2,-2,1,0,-1,-3,0
9174.224,-2,0,3,0,1,0,-1,-2
9194.103,1,-2,-2,5,-1,-1,-1,-1
9194.103,1,1,2,-9,0,-2,-1,0
9195.099,0,0,-1,3,-2,0,-2,-2
9195.099,1,-1,-2,5,0,-2,-1,-2
9216.18,1,1,0,12,1,-2,1,0
9216.18,-2,-2,0,-13,-2,-1,0,-1
9233.291,0,2,-3,-8,-2,0,1,0
9233.291,1,-3,-2,-1,0,0,-1,1
9234.289,0,-5,5,9,2,0,-1,-1
9234.289,0,-1,-1,9,1,-1,0,1
9235.285,-1,-1,-4,3,0,0,-1,-2
9235.285,-1,0,-2,-1,-3,1,-1,0
9254.518,-3,-2,-4,-6,0,-1,-1,0
9254.518,1,0,-2,1,0,1,-1,0
9254.518,-1,-2,3,-2,2,1,2,1
9254.518,-1,-5,8,6,1,1,1,2
9276.815,-1,3,1,-2,-2,-1,-1,0
9276.815,-1,1,-2,-3,-1,1,-1,-1
9277.838,-1,-3,0,15,0,-1,-1,-2
9277.838,0,3,-3,-20,-3,0,-1,1
9291.488,-2,1,-3,-6,-1,-1,0,-1
9291.488,-1,-1,0,1,-1,-2,-2,0
9292.543,-1,1,2,1,-1,0,0,2
9292.543,0,1,-5,12,0,-1,-1,-1
9313.761,2,-2,1,-5,-2,1,0,0
9313.761,-2,-7,6,-4,1,1,0,-1
9314.777,1,1,0,2,1,0,0,0
9314.777,-2,-1,-2,0,-1,-1,1,-1
9336.39,-1,0,-3,5,2,0,0,-3
9336.39,-1,-2,-1,6,1,0,-1,1
9337.393,-1,1,1,-4,0,-1,0,-1
9337.393,1,-1,-1,3,-1,2,0,0
9360.031,-2,-1,-5,-5,-1,-1,0,1
9360.031,-1,-1,3,13,0,0,2,0
9361.095,0,-6,4,-20,0,1,-1,-1
9361.095,1,3,-1,0,-2,-2,-3,-3
9374.302,1,-1,-2,-6,-1,0,-1,-1
9374.302,0,0,-1,2,-2,0,1,0
9375.435,-1,1,-1,7,-1,0,-2,-1
9375.435,-1,-1,3,0,2,1,0,0
9396.174,-1,-1,0,-5,1,0,-1,-1
9396.174,-2,1,-3,-1,0,-1,-3,-1
9397.268,2,-1,9,6,3,0,1,1
9397.268,-2,4,-3,-4,-2,-1,-1,-2
9411.464,0,4,-2,3,-3,-2,-3,-2
9411.464,1,3,-5,-4,-2,-1,-2,0
9412.484,0,1,0,0,-2,0,0,0
9412.484,-2,-1,1,0,1,0,0,0
9433.869,0,-2,2,0,-1,2,3,0
9433.869,-1,0,-2,3,0,-2,-1,1
9434.941,1,0,-1,5,-4,0,0,0
9434.941,-2,3,-3,-6,0,0,-1,-1
9456.516,0,1,8,20,2,1,-2,-1
9456.516,1,2,-4,-22,0,-1,1,-3
9456.516,0,-1,-8,22,-3,-1,0,0
9456.516,-1,-4,-12,-83,-8,-3,-1,-1
9472.057,0,-2,2,-3,0,-1,0,2
9472.057,-1,-5,6,13,2,1,0,1
9472.057,0,-1,5,23,7,2,-1,-2
9472.057,0,0,3,25,1,0,0,0
9493.668,0,-3,-5,-8,-1,0,-2,-1
9493.668,0,1,1,1,0,-1,2,0
9495.005,0,0,-1,-10,-3,0,-1,0
9495.005,2,-4,2,8,3,0,-1,-1
9516.918,-7,-1,-6,-6,-3,0,0,1
9516.918,2,-3,4,10,1,-2,0,0
9516.918,0,2,-3,-15,-1,0,0,-1
9516.918,2,0,3,14,2,0,0,0
9531.854,1,1,-2,24,1,-1,-1,0
9531.854,1,0,-8,-72,-7,-1,-1,-1
9532.814,-1,0,-2,-8,1,0,-1,0
9532.814,0,-2,0,21,2,0,-2,0
9561.805,-2,-3,2,1,0,0,0,0
9561.805,-2,2,2,21,0,0,0,-2
9562.872,3,-1,8,5,3,0,-1,0
9562.872,0,1,-9,4,-1,-1,-1,-1
9585.157,0,-7,1,-11,-6,-2,1,0
9585.157,-1,1,-4,-9,1,1,-1,0
9585.157,-2,3,3,-5,-1,-2,-2,-1
9585.157,0,-1,1,21,-1,1,-2,0
9590.953,1,-1,0,-1,2,0,1,0
9590.953,-2,-1,1,15,0,0,1,0
9598.434,-2,1,-2,-1,-1,0,-1,-2
9598.434,0,1,3,2,0,0,2,2
9614.299,1,-1,-1,-10,0,-2,2,-3
9614.299,-2,1,-4,6,0,0,-1,0
9615.344,-1,0,0,5,0,-1,-1,2
9615.344,-1,-1,1,11,1,0,0,1
9636.407,0,5,-9,-38,0,0,-2,1
9636.407,-1,-6,8,13,-1,-1,1,-1
9637.418,1,3,-2,-9,-3,-1,-2,1
9637.418,-2,-3,5,7,-1,2,3,-1
9659.844,-3,-2,-2,6,3,0,1,-1
9659.844,-1,0,-2,10,-1,0,-2,-1
9660.85,-1,-2,-3,-4,-3,-1,1,-1
9660.85,2,0,1,-7,1,-1,0,0
9673.529,0,1,-1,0,0,0,-2,-1
9673.529,-1,2,-1,-5,-4,-1,0,0
9674.674,-2,-3,-1,5,0,1,0,0
9674.674,1,-1,-1,-6,-1,0,-1,-2
9696.48,0,1,-4,2,1,-1,-1,1
9696.48,1,-2,2,2,4,0,-1,0
9704.075,2,0,-1,3,-1,-1,-2,0
9704.075,-2,2,-5,-16,-2,-1,1,0
9710.713,-1,2,-2,-9,-3,0,-1,1
9710.713,-1,1,-6,-2,-1,-1,0,1
9718.901,0,-1,1,4,1,2,1,1
9718.901,-2,-4,-5,2,2,-1,0,0
9734.398,2,-2,4,11,3,0,2,0
9734.398,0,0,-2,-3,2,1,1,-1
9734.398,-2,-15,8,-10,2,1,2,0
9734.398,1,2,0,1,-1,-1,-2,1
9764.982,0,-1,1,-2,-1,3,0,1
9764.982,0,2,-1,8,1,0,-2,0
9764.982,0,3,-3,-1,-2,-2,-1,-2
9764.982,0,-2,4,0,2,0,-1,0
9779.06,-3,-1,1,8,1,-1,1,-1
9779.06,1,-2,-2,-9,-2,-3,-1,0
9780.057,0,2,-1,7,-2,0,-1,0
9780.057,1,2,-1,-23,-3,-2,-2,1
9793.821,0,1,-4,3,-2,-1,0,0
9793.821,1,-3,0,1,0,0,1,0
9794.856,1,2,-4,-2,-1,-1,-1,-1
9794.856,-1,0,-2,8,0,1,-2,-4
9816.921,0,-1,2,9,1,1,2,0
9816.921,-3,0,-3,-22,-2,-2,0,0
9816.921,0,-4,-1,3,0,-1,0,0
9816.921,-1,-1,4,5,0,1,1,1
9831.341,-2,-1,-5,-6,1,-1,0,-1
9831.341,-1,1,-1,2,-1,-1,-1,-1
9839.526,1,1,1,8,-1,0,-2,0
9839.526,-2,-1,-1,-34,-2,0,1,-2
9854.818,0,0,1,7,2,-1,-1,-1
9854.818,-1,-7,7,15,3,-1,1,1
9854.818,0,4,-1,-10,0,-2,-1,0
9854.818,-1,1,5,39,4,1,1,-1
9876.576,-2,-2,0,25,6,3,1,-1
9876.576,-2,-1,-12,-19,-11,-3,-3,-1
9877.581,-2,-5,-6,-55,-8,-2,-3,-2
9877.581,0,3,9,18,2,0,-2,0
9890.764,1,3,9,76,7,0,-1,1
9890.764,-1,-2,-17,-17,-4,0,0,-1
9898.851,-2,-3,5,-67,-6,-1,-2,-2
9898.851,2,12,-12,-5,-6,-3,-2,0
9914.034,-1,3,5,5,1,1,0,1
9914.034,2,2,5,29,3,0,0,1
9915.03,1,0,0,18,3,2,-2,-2
9915.03,1,6,-1,-17,-3,-2,-2,-2
9937.012,0,0,-4,-28,-1,-3,0,-2
9937.012,-1,1,3,2,1,3,0,2
9937.012,1,9,-14,6,0,-2,-1,-1
9937.012,-2,-17,9,13,4,2,1,0
9959.417,2,-2,-6,-20,-6,-3,-1,-2
9959.417,-2,1,4,-10,2,0,0,0
9960.767,4,8,-2,49,2,1,-1,-2
9960.767,-3,-5,5,-34,-1,2,0,0
9974.524,0,-3,-1,-23,-5,-2,-1,0
9974.524,0,0,-1,-9,0,-1,-1,1
9974.524,1,3,4,33,2,2,1,1
9974.524,-1,-9,-5,-17,0,-1,1,0
9996.58,0,4,-4,-21,-3,-3,-1,1
9996.58,0,4,2,12,0,2,1,-2
9997.587,0,-1,2,-6,0,0,0,1
9997.587,0,1,-4,-19,-3,0,2,0
10020.126,-2,-2,-3,-2,-3,-1,0,0
10020.126,0,-1,-5,18,3,-1,-1,-1
10020.126,-2,-9,9,9,4,1,2,0
10020.126,0,6,-6,21,1,0,-1,-1
10034.527,0,-1,-4,-12,-3,-2,-2,0
10034.527,-1,2,-2,-1,-2,1,0,-3
10034.527,0,-1,6,-9,0,0,0,-1
10034.527,0,2,1,17,-1,0,0,-1
10057.12,-1,-1,-2,0,1,1,-1,2
10057.12,-1,-5,12,5,1,0,1,0
10057.12,-1,3,-8,-8,-1,-2,-2,0
10057.12,-3,-25,11,11,1,2,3,1
10079.878,-1,-1,-5,-9,-1,0,0,-3
10079.878,1,0,1,-7,2,0,1,0
10080.875,-1,-8,9,10,-2,0,1,1
10080.875,1,6,-5,1,0,-1,-1,0
10094.276,-1,0,4,7,0,0,-1,-1
10094.276,-2,2,-5,-10,-4,-3,-4,-2
10095.304,2,4,3,-3,-3,-1,-4,0
10095.304,-1,7,-10,-7,-5,-1,-1,-3
10116.888,1,-2,2,-5,2,0,0,1
10116.888,1,3,-3,26,2,0,1,0
10117.892,-1,-3,-5,-54,-3,-2,-3,-1
10117.892,-2,1,-2,0,0,0,0,-1
10139.373,0,-1,0,-3,0,-2,1,-1
10139.373,0,-1,3,18,-1,0,0,1
10140.369,-4,-6,3,-7,2,2,3,0
10140.369,1,2,-3,2,1,-1,-1,1
10154.524,-3,1,-4,-8,-1,-3,0,-2
10154.524,2,1,2,-13,1,-2,-1,0
10154.524,1,2,-3,9,-3,1,0,-3
10154.524,-1,1,3,8,0,-1,-1,1
10175.833,0,-6,7,10,3,1,-1,-1
10175.833,-2,-3,-1,19,3,-2,-1,0
10177.244,2,-11,6,0,-2,0,0,-1
10177.244,0,3,-7,-66,-14,3,0,-2
10198.887,-1,-8,-5,-11,-2,-1,1,-1
10198.887,1,0,11,5,2,1,0,-1
10206.442,-2,7,6,18,5,-1,0,-2
10206.442,1,-2,-1,98,11,-3,-2,0
10213.929,0,-1,-6,-94,-5,-1,0,0
10213.929,0,3,-2,-24,-3,-2,-2,-2
10214.996,0,4,4,30,-1,0,0,-2
10214.996,0,0,2,2,2,-2,-1,2
10236.732,1,5,-2,53,7,3,1,2
10236.732,1,-7,-6,-5,-11,-5,-3,0
10237.727,-4,3,-12,-88,-8,-2,-3,-1
10237.727,-8,-6,6,29,3,-3,1,-4
10259.343,0,6,0,-6,0,1,1,1
10259.343,6,1,9,11,6,3,2,2
10260.34,7,-3,6,51,5,2,0,2
10260.34,-1,1,-5,2,2,2,0,-1
10282.114,-8,-19,-8,9,-9,-7,-6,-3
10282.114,-7,1,-7,-47,-23,-3,-2,-3
10283.135,3,3,-4,30,-2,1,1,0
10283.135,6,6,7,1,7,4,2,3
10296.519,5,5,2,22,7,0,-1,1
10296.519,1,-4,-5,-3,16,0,1,0
10297.587,-2,-7,5,-18,-4,-1,-2,0
10297.587,0,-1,-2,-28,-8,1,0,0
10319.683,0,2,5,30,3,2,2,2
10319.683,0,1,0,66,8,-1,-2,0
10320.692,-2,-2,-16,-79,-11,-3,-1,-1
10320.692,1,2,2,1,0,-3,-1,1
10334.331,1,-4,17,0,5,3,0,0
10334.331,6,-1,0,84,2,5,2,1
10335.342,0,-2,-21,-73,-15,-1,-6,0
10335.342,0,2,8,28,1,0,-1,-3
10356.944,-1,4,3,30,2,1,2,0
10356.944,-3,-3,-16,-57,-6,-4,-2,-3
10356.944,-6,-8,13,95,-1,-5,-1,-2
10356.944,3,4,-13,-115,-8,-2,-1,1
10380.382,-3,-1,3,1,0,4,2,0
10380.382,4,8,12,14,4,2,1,3
10380.382,3,-1,0,28,18,2,1,1
10380.382,5,1,1,8,1,-1,0,0
10393.674,-1,-6,1,15,-1,-2,0,-1
10393.674,-7,1,-2,30,-11,-1,-3,-1
10394.672,-9,-9,-12,-88,-10,-5,-2,-5
10394.672,-1,1,8,44,2,-2,2,1
10417.063,8,2,-6,-6,3,1,1,3
10417.063,0,-15,-1,11,-5,-3,-6,-3
10417.063,-10,19,14,38,4,0,0,-1
10417.063,-3,-9,2,27,19,4,3,1
10439.586,0,-7,-13,-31,-13,-2,-1,-1
10439.586,-4,16,8,27,-4,0,1,1
10440.593,18,17,6,44,2,4,1,2
10440.593,8,0,2,-25,-1,-1,-4,3
10453.92,-15,-10,3,107,4,2,2,-3
10453.92,6,17,-10,-32,9,0,2,6
10454.931,-7,-14,0,50,7,2,-2,-3
10454.931,-9,-32,5,0,-23,-7,-3,0
10476.312,-1,22,-29,7,-10,-4,-2,-7
10476.312,21,-9,-14,-41,9,2,-2,-7
10477.324,5,19,1,-27,-10,0,0,-9
10477.324,0,11,4,101,-4,1,7,59
10499.941,-8,7,14,-55,-2,0,-1,-79
10499.941,16,1,-3,1,1,-3,0,26
10500.938,-25,-17,-17,-36,-2,-4,6,-14
10500.938,-25,17,-13,14,6,1,-10,-9
10513.749,9,-48,-7,-33,-6,0,9,47
10513.749,17,63,31,26,11,4,0,3
10514.783,-27,-65,8,115,18,1,-8,-45
10514.783,-10,-3,-15,31,-8,-5,6,5
10535.992,61,17,-15,21,-4,-6,-5,26
10535.992,-58,-37,-10,-47,-24,-2,-1,-33
10537.208,23,11,1,24,-13,-7,-18,-28
10537.208,-62,-33,-2,2,3,4,5,-11
10560.286,30,114,44,84,12,11,13,10
10560.286,77,-88,-5,45,3,2,-1,33
10560.286,-80,-44,-22,-49,-36,-10,-11,-14
10560.286,7,10,-23,-18,3,0,1,-17
10573.624,-49,6,15,3,3,3,3,29
10573.624,-9,95,14,-64,21,2,17,-25
10581.6,119,95,8,22,-8,2,-6,42
10581.6,21,36,28,29,3,0,-5,-3
10596.588,-14,-94,-66,-128,-83,-13,-18,12
10596.588,-98,33,31,127,7,2,-8,-9
10597.584,-38,71,63,91,66,10,27,-46
10597.584,120,-17,8,52,42,5,6,47
10619.615,-106,10,-76,-37,-35,-7,-17,-46
10619.615,32,2,32,14,-17,-1,-1,-23
10620.636,-6,88,-6,-92,-2,5,12,48
10620.636,60,-27,29,-9,40,-10,2,-11
10633.587,101,69,43,113,53,-12,9,25
10633.587,39,-128,-39,-1,33,39,-17,6
10642.071,-19,-32,-39,-43,-40,-27,-16,-26
10642.071,-59,30,-26,65,2,-30,4,-10
10656.737,55,70,-17,-38,47,33,-2,2
10656.737,-29,-21,64,49,-21,-18,3,2
10657.745,49,29,61,127,107,-3,11,49
10657.745,14,-128,-95,-128,-121,10,-23,-7
10680.308,-83,66,55,40,28,-21,1,-53
10680.308,111,117,-43,40,9,2,23,48
10680.308,-105,-49,-48,-49,-76,14,-14,15
10680.308,-47,33,41,-47,54,-37,-14,-62
10693.341,10,-17,-4,11,35,23,13,30
10693.341,6,-11,-26,-63,-63,4,0,26
10701.954,89,-27,-19,91,10,-12,-3,39
10701.954,-26,126,-21,-80,-82,3,0,2
10716.285,-5,-78,23,-35,58,12,6,-5
10716.285,-67,104,-18,47,75,-32,-10,-51
10717.304,93,-114,5,-66,10,58,13,51
10717.304,-70,53,24,117,-11,9,-4,-22
10739.891,-27,-90,-2,-32,-87,-4,-2,-8
10739.891,58,49,-12,-17,-78,-40,20,50
10740.913,-59,62,40,26,101,36,6,-4
10740.913,13,-94,48,59,9,33,2,20
10753.254,40,66,-67,-111,40,-37,-43,-66
10753.254,-83,-68,12,-64,-19,23,4,-25
10761.627,-3,112,-3,5,-128,-36,7,-1
10761.627,100,24,-48,17,54,-3,9,41
10776.856,-78,-48,35,108,25,8,1,3
10776.856,13,37,45,-11,40,12,16,-10
10776.856,27,39,6,-56,-17,-11,-18,-51
10776.856,-80,-68,33,42,-18,-14,-15,-34
10799.65,-29,74,32,39,-121,-18,14,-13
10799.65,68,-32,-28,-7,122,42,7,50
10800.645,-116,-103,-28,-122,-104,-6,-60,-98
10800.645,24,42,-28,87,31,-3,27,51
10813.195,-14,18,-8,88,-105,6,8,-8
10813.195,18,51,-1,-16,36,-26,-23,-10
10821.788,18,-9,7,3,59,31,29,35
10821.788,-6,35,17,-27,-23,18,5,36
10837.176,30,-94,-40,-35,2,-28,-22,-39
10837.176,-78,-17,-13,-17,-102,-25,-19,45
10837.176,40,18,21,26,-3,-3,19,-80
10837.176,7,50,-49,1,71,-25,-17,28
10859.693,-34,79,16,-66,35,30,24,20
10859.693,-14,-25,17,26,-32,-26,-16,-46
10860.703,6,-20,-14,21,31,36,12,87
10860.703,-35,-66,61,82,-65,-1,-4,-47
10890.214,66,18,-21,4,41,-3,6,36
10890.214,-77,-29,-86,-28,-28,7,-39,-65
10890.214,20,71,-28,-11,92,-37,33,75
10890.214,-54,38,-88,-125,-32,26,-26,-70
10896.657,-66,-54,48,79,0,-6,-19,-9
10896.657,49,-10,35,96,-35,10,49,64
10896.657,-6,86,-36,86,23,-17,-31,-64
10896.657,43,-65,-1,-117,-125,4,-8,120
10919.527,-53,-61,-41,-30,-17,-14,-26,-100
10919.527,-83,58,36,-54,7,30,37,59
10920.539,105,-27,6,41,-46,-30,13,66
10920.539,-41,35,25,109,13,-19,-18,-35
10942.309,-43,-27,-61,-126,20,36,12,48
10942.309,1,-73,32,8,-60,-43,-2,-51
10943.307,53,89,27,-50,57,46,5,25
10943.307,-79,-74,61,82,4,8,4,-52
10957.07,83,-3,-16,88,6,-1,-8,39
10957.07,14,47,-27,-19,6,5,-15,-34
10957.07,-27,-24,11,37,-41,-19,-3,-42
10957.07,65,-3,14,-8,79,4,11,-3
10979.335,-58,35,74,54,-44,1,-1,-2
10979.335,62,47,7,10,51,-1,7,49
10980.37,-60,-70,11,-8,-42,16,7,48
10980.37,88,126,49,25,26,-3,30,-17
11002.568,55,-112,-51,70,-33,-27,-13,24
11002.568,-78,-5,-71,-125,-43,45,-24,-38
11003.577,-39,8,43,52,-27,-11,13,-26
11003.577,-35,65,-37,66,-33,2,29,21
11016.471,127,48,64,78,43,-5,13,78
11016.471,-48,35,-9,-31,-45,-13,-18,-24
11017.538,-27,-19,-1,11,3,0,13,-7
11017.538,77,56,-7,-42,-54,-3,3,18
11040.065,-63,-39,7,47,116,10,6,-15
11040.065,42,-20,27,13,-49,3,1,8
11041.075,-8,94,-40,-104,-48,-26,-6,25
11041.075,10,-106,30,10,27,18,12,26
11062.732,25,43,41,109,-96,-56,4,-26
11062.732,78,-19,-77,-32,127,36,-42,-22
11062.732,-53,60,43,-64,-93,-27,-18,-27
11062.732,16,-16,28,71,-12,-5,-4,28
11076.381,-9,108,1,-45,-39,18,19,1
11076.381,-51,-70,45,68,-27,-36,6,6
11077.844,112,-128,-67,-66,11,-14,-15,-14
11077.844,-105,56,-55,-66,7,9,-12,6
11099.426,36,-14,13,-33,70,-4,4,-41
11099.426,-47,-4,17,-9,-22,-7,-21,-54
11100.507,-7,104,48,127,39,28,31,69
11100.507,25,-83,-48,-3,53,-11,-19,-98
11122.372,-33,-35,-27,-58,-76,6,3,-14
11122.372,38,24,47,12,-12,-17,28,30
11122.372,6,-100,-64,-66,87,31,-24,-2
11122.372,-51,108,37,88,-48,-9,8,-14
11136.301,21,121,14,-57,-19,15,16,46
11136.301,-11,-21,-73,127,49,3,5,11
11145.199,4,-1,38,-10,-109,-19,4,33
11145.199,46,-16,-12,-14,116,42,25,-32
11159.471,-66,-95,-42,-35,-37,-20,-36,-48
11159.471,-77,20,75,69,-42,8,23,-45
11166.392,93,68,-2,127,58,12,47,95
11166.392,-97,-19,-84,-111,-65,-20,-76,-109
11182.115,-41,105,20,7,-16,7,4,6
11182.115,34,69,19,67,-74,-17,27,85
11184.109,55,52,9,-9,14,22,-17,-37
11184.109,-42,-23,39,-15,-108,5,16,47
11195.889,15,46,-33,-69,-8,5,15,39
11195.889,55,-22,2,-26,-8,-9,2,47
11204.502,-121,-65,18,108,13,-17,-53,-120
11204.502,49,75,39,-61,67,-7,31,127
11219.634,14,16,4,-68,-28,-7,-21,-8
11219.634,2,-57,-23,-30,7,14,-4,-8
11221.631,-5,82,58,48,7,-4,8,2
11221.631,61,-91,-51,19,42,-33,-42,-37
11243.189,-51,-3,15,22,72,11,4,-18
11243.189,87,63,50,-15,-12,1,2,-9
11244.219,-123,-103,-35,-49,42,-9,-5,9
11244.219,60,127,0,-31,-78,-17,10,43
11256.356,6,-75,-47,-43,-12,19,-11,-9
11256.356,-22,73,-25,-10,-11,-10,-4,33
11265.418,-59,-73,8,30,-119,-22,-26,-88
11265.418,52,85,19,66,110,26,62,107
11279.982,-83,-41,38,35,-34,13,-16,-36
11279.982,-19,35,13,-11,3,-4,-17,-38
